office_number,office_direction,municipality_name,province_name,postal_code,geo_extraction
1830.0,"El Crucero - Av. De Quevedo, 1",Leon,León,24009,"['Av. Quevedo, 1, 24009 León, Spain', 42.6007173, -5.5840536, 'ChIJ5XKeFjqFNw0RT1PtR520R7s']"
6192.0,"San Ignacio De Loyola - Av. San Ignacio De Loyola, 42",Leon,León,24010,
5129.0,"Constitucion, 89",Pola-de-gordon-(la),León,24600,"['Av. la Constitución, 89, 24800 Cistierna, León, Spain', 42.80300320000001, -5.1277909, 'ChIJRVXhq5beNw0RGuoscBqf3hQ']"
5140.0,"Av. De España - Av. De España, 9",Ponferrada,León,24400,"['Carrer Major, 28, 46138 Rafelbunyol, Valencia, Spain', 39.5891567, -0.3325407, 'ChIJxci0Ad5AYA0RDrJizmMQk5g']"
5141.0,"Flores Del Sil - Av. Portugal, 5",Ponferrada,León,24400,"['Av. Portugal, 5, 24400 Ponferrada, León, Spain', 42.5467559, -6.605699599999999, 'ChIJy7rUHe66MA0RYNjZLdi5jeo']"
5144.0,"Compostilla - Avda. Compostilla, 16",Ponferrada,León,24400,"['Av. Compostilla, 16, 24400 Ponferrada, León, Spain', 42.5504443, -6.5979404, 'ChIJJf65svK6MA0RzyFJ3iHh-go']"
5143.0,"Cuatrovientos - Av. De Galicia, 82",Ponferrada,León,24400,
5142.0,"La Encina - Almendros, 1 C/v A C/ancha",Ponferrada,León,24400,
5230.0,"Epifanio Campo, 1",Puente-de-domingo-florez,León,24380,
5480.0,"Ramon Y Cajal, 7",Robla-(la),León,24640,
5568.0,"Av. Constitucion, 79",Sahagun,León,24320,"['Constitución 79, Real del Valle 1 Sector, Monterrey, N.L., Mexico', 25.6677859, -100.2999703, 'EkJDb25zdGl0dWNpw7NuIDc5LCBSZWFsIGRlbCBWYWxsZSAxIFNlY3RvciwgTW9udGVycmV5LCBOLkwuLCBNZXhpY28iGhIYChQKEgkdgDDX079ihhFU4vaib1HUixBP']"
5845.0,"Cirilo Santos, 2",Santa-maria-del-paramo,León,24240,
6415.0,"Ctra. Alfageme, 12",Trobajo-del-camino,León,24010,
6490.0,C/ María De Las Hazas S/n,Valderas,León,24220,"['Calle Calvo Sotelo, S/N, 24220 Valderas, León, Spain', 42.0783825, -5.442965099999999, 'ChIJA9qVmvBAOA0RB2pLxXRCrfk']"
6530.0,"Isaac Garcia De Quiros, 31",Valencia-de-don-juan,León,24200,"['Calle Isaac García de Quirós, 31, 24200 Valencia de Don Juan, León, Spain', 42.2931627, -5.518427, 'ChIJ_UBlCv0kOA0RQ23zouwkyyU']"
694.0,"Av. Del Paramo, 5",Veguellina-de-orbigo,León,24350,
2299.0,"Av. Laciana, 15 Bis",Villablino,León,24100,
1826.0,Plaza Mayor 23,Villafranca-del-bierzo,León,24500,"['Plaza de San Miguel, 9, 28005 Madrid, Spain', 40.4155138, -3.7095144, 'ChIJB30HGXkoQg0R1n2k7UjjES0']"
698.0,"Pl. España, 7",Bejar,Salamanca,37700,"['Plaza España, 7, 37700 Béjar, Salamanca, Spain', 40.3857206, -5.763960099999999, 'ChIJIRci0A1TPg0RLo_Vh5c71ak']"
5907.0,"Pz. De La Constitucion, 3",Carbajosa-de-la-sagrada,Salamanca,37188,
697.0,"Sanchez Arjona, 11",Ciudad-rodrigo,Salamanca,37500,
1922.0,"Av. Filiberto Villalobos, 87",Guijuelo,Salamanca,37770,"['Calle Filiberto Villalobos, 87, 37770 Guijuelo, Salamanca, Spain', 40.5576318, -5.6729118, 'ChIJAQAAADACPw0RUAPT2x2Zkvg']"
5055.0,"Pl. De La Constitucion, 16",Peñaranda-de-bracamonte,Salamanca,37300,
3726.0,"Gran Via, 24 - Gran Via, 24",Salamanca,Salamanca,37001,"['Calle Gran Vía, 60, 28013 Madrid, Spain', 40.4220782, -3.7082718, 'ChIJHzqobNcpQg0RrJN-iNb-yqw']"
5506.0,"Empresas - Toro, 19 - Pl. 2ª",Salamanca,Salamanca,37002,
5580.0,"Pl. Liceo - Toro, 19",Salamanca,Salamanca,37002,
2305.0,"Toro, 67 - Toro, 67 - 69",Salamanca,Salamanca,37002,
5585.0,"C.caminos - Paseo Del Rollo, 11",Salamanca,Salamanca,37003,"['Paseo del Rollo, 11, 37003 Salamanca, Spain', 40.96534130000001, -5.6532306, 'ChIJv0gvNgwmPw0RrVmW2T4wkKc']"
699.0,"Garrido - Av. Federico Anaya, 20 - 22",Salamanca,Salamanca,37004,"['Av. de Federico Anaya, 20-22, 37004 Salamanca, Spain', 40.9748385, -5.6556343, 'ChIJocShxxomPw0RPYp_OKYNGhs']"
5581.0,"Av. Portugal 59 - Av. Portugal, 59",Salamanca,Salamanca,37005,
5584.0,Puerta Zamora - Puerta Zamora Nº 4,Salamanca,Salamanca,37005,"['Calle, Puerta de Zamora, Nº 4, 37005 Salamanca, Spain', 40.970332, -5.663132999999999, 'ChIJKybeaBcmPw0RNcGtGJcVjPU']"
5942.0,"Valles Mineros - Valles Mineros, S/n",Salamanca,Salamanca,37006,"['Calle Valles Mineros, S/N, 37006 Salamanca, Spain', 40.9785374, -5.6671887, 'ChIJEY57_p8oPw0RCEWVWRNfGO8']"
2301.0,"Vidal - Av. Italia, 67",Salamanca,Salamanca,37007,
894.0,"Av. Villamayor - Av. Villamayor, 30",Salamanca,Salamanca,37007,"['Av. de Villamayor, 30, 37007 Salamanca, Spain', 40.9694375, -5.6690907, 'ChIJfRUoID0mPw0Ri3NKmZKRQZg']"
5939.0,"El Zurguen - Cuatro Calzadas, 39 - 43",Salamanca,Salamanca,37008,
5898.0,"Carretera De Madrid, 75",Santa-marta-de-tormes,Salamanca,37900,"['Carr. de Canillas, 25, 28043 Madrid, Spain', 40.4630282, -3.6496138, 'ChIJE4x7B9suQg0ReATRAqAO87I']"
2263.0,"Pl. Mayor, 5",Tamames,Salamanca,37600,
6811.0,"Santa Ana, 13",Vitigudino,Salamanca,37210,"['Calle Sta. Ana, 13, 37210 Vitigudino, Salamanca, Spain', 41.0074124, -6.435565, 'ChIJ3QZqdjwCPA0RylGafpfTjE8']"
320.0,"Pl. De Santa Maria, 2",Almazan,Soria,42200,"['Carrer de la Rèria, 41, 43810 El, Tarragona, Spain', 41.36461, 1.28955, 'ChIJl2tgBQgEpBIRJiKQIi_-If0']"
1328.0,"Pl. Mayor, 7",Burgo-de-osma-(el),Soria,42300,"['Plaza Mayor, 7, 42300 El Burgo de Osma, Soria, Spain', 41.5869467, -3.0670859, 'ChIJE8NZchr1RA0REmWYHrFg0uA']"
5652.0,"Pl. General Yague, 14",San-leonardo-de-yagüe,Soria,42140,
6100.0,"Marques De Vadillo - Marques De Vadillo, 4",Soria,Soria,42002,"['Calle de Antonio de Leyva, 3, 28019 Madrid, Spain', 40.3968137, -3.7152551, 'ChIJzySzgcYnQg0R2SZ6-hAxTKA']"
2294.0,"La Florida - Las Casas, 2",Soria,Soria,42002,"['Paseo Florida, Soria, Spain', 41.7687348, -2.4664994, 'ChIJs8KjWdHSRA0RvpIC5-0erf8']"
6106.0,"Plaza De España, S/n",Arroyo-de-la-encomienda,Valladolid,47195,"['Pl. de la Encarnación, 18, 41003 Sevilla, Spain', 37.3932434, -5.9913012, 'ChIJF4PeHAVsEg0R5sFDdiG8Bj0']"
1991.0,"Gonzalez Silva, 8",Cisterniga,Valladolid,47193,"['Calle González Silva, 8, 47193 Cistérniga, Valladolid, Spain', 41.61142359999999, -4.6863918, 'ChIJC1v4WKcTRw0RhxPb_-wWfuo']"
728.0,"Mayor, 22",Iscar,Valladolid,47420,
3287.0,"Torrelago - Prado Boyal, 9",Laguna-de-duero,Valladolid,47140,"['Av. Prado Boyal, 9, 47140 Laguna de Duero, Valladolid, Spain', 41.5909666, -4.7247205, 'ChIJrQ6JbVMTRw0Ryf-LlBhp89o']"
3285.0,"Avda. Madrid, 45",Laguna-de-duero,Valladolid,47140,"['Av. de Madrid, 28820 Coslada, Madrid, Spain', 40.4193811, -3.5416851, 'ChIJmx2D4H0wQg0Rb5G6iTroLmQ']"
891.0,"Pl. De Santo Domingo, 4",Medina-de-rioseco,Valladolid,47800,"['Plaza, Sambil, Av. Máximo Gómez esq, Santo Domingo 10413, Dominican Republic', 18.4831082, -69.9125517, 'ChIJnxmGEMqJr44RXw3s7ThCqnU']"
727.0,"Pl. De España, 4",Medina-del-campo,Valladolid,47400,"['Pl. de España, 3, 34002 Palencia, Spain', 42.0028997, -4.5279185, 'ChIJN1RpEjiwRw0RfmS_IKkTH0E']"
723.0,"Marcos Salgueiro, 6",Olmedo,Valladolid,47410,"['Calle Marcos Salgueiro, 6, 47410 Olmedo, Valladolid, Spain', 41.288444, -4.6862531, 'ChIJXz5Nf_U2Rw0Ruz_vZl_QjbY']"
1734.0,"Las Farolas, 5",Pedrajas-de-san-esteban,Valladolid,47430,
725.0,"Pl. España, 6",Peñafiel,Valladolid,47300,"['Plaça de Tetuan, 26, 08010 Barcelona, Spain', 41.3956145, 2.1752287, 'ChIJG5hR4eWipBIR0NaV1YhuB8g']"
5153.0,"Arrabal - Carretera De Segovia, 44",Portillo,Valladolid,47160,"['Segovia, Spain', 40.9429032, -4.108806899999999, 'ChIJ-TIzqeY-QQ0Rt98TvyFyVlQ']"
731.0,"Pl. Pepe Zorita, 18",Tordesillas,Valladolid,47100,"['Plaza Pepe Zorita, 18, 47100 Tordesillas, Valladolid, Spain', 41.5031183, -4.999738499999999, 'ChIJGezfe5dgRw0RPEnVSs7Ho2A']"
6428.0,"Av. De Valladolid, 44",Tudela-de-duero,Valladolid,47320,"['Av. de España, 22, 28220 Majadahonda, Madrid, Spain', 40.4723597, -3.8683894, 'ChIJjWEfyYuEQQ0RbZy8BZuxcm4']"
720.0,"Santiago - Santiago, 17",Valladolid,Valladolid,47001,
7206.0,"Pz. De La Rinconada - Pz. De La Rinconada, 10",Valladolid,Valladolid,47001,"['Plaza de la Rinconada, 10, 47001 Valladolid, Spain', 41.6533208, -4.7285208, 'ChIJQRLOZk1tRw0RHZZ4PZ2G4cA']"
6550.0,"Duq.de La Victoria - Duque De La Victoria, 12",Valladolid,Valladolid,47001,"['Calle Duque de la Victoria, 12, 47001 Valladolid, Spain', 41.6501192, -4.7266324, 'ChIJcfZhPrMSRw0RC3PVDnTScvs']"
2363.0,"Empresas - Duque Victoria - Duque De La Victoria, 12 - Pl. 1ª",Valladolid,Valladolid,47001,"['Calle Duque de la Victoria, 12, 47001 Valladolid, Spain', 41.6501192, -4.7266324, 'ChIJcfZhPrMSRw0RC3PVDnTScvs']"
6553.0,"Angustias - Angustias, 7",Valladolid,Valladolid,47003,
6564.0,"Dos De Mayo - Dos De Mayo, 8",Valladolid,Valladolid,47004,"['Calle Los Laureles 214, cuadra 15 de dos de mayo, Cercado de Lima, Peru', -12.0925899, -77.0464882, 'ChIJWfnEx1DIBZERyymWpneMZ-U']"
1923.0,"Recoletos - Acera De Recoletos, 1",Valladolid,Valladolid,47004,"['Calle Acera de Recoletos, 1, 47004 Valladolid, Spain', 41.6480046, -4.7287177, 'ChIJN13LQkttRw0RZs-21UUoU08']"
733.0,"Pl. Circular - Pl. Circular, S.n.",Valladolid,Valladolid,47005,"['Plaza Circular, s/n, 47001 Valladolid, Spain', 41.64775789999999, -4.717646600000001, 'ChIJu4hD87wSRw0RR3y_UpkBMXU']"
4641.0,"Vadillos - Pz. Luis Braille, S/n",Valladolid,Valladolid,47005,
6551.0,"Plaza De Toros - Paseo Zorrilla, 41",Valladolid,Valladolid,47007,"['Paseo de Zorrilla, 41, 47007 Valladolid, Spain', 41.6410704, -4.7371715, 'ChIJ4x1bnDdtRw0RFcTGuAZZTlw']"
2754.0,"Parque Alameda - Ps. Zorrilla, 161",Valladolid,Valladolid,47008,"['Paseo de Zorrilla, 161, 47008 Valladolid, Spain', 41.6214775, -4.7476046, 'ChIJXfYDMiVtRw0RUZPCEBajqTQ']"
6560.0,"Ctra.de Rueda - Ctra. De Rueda, 31",Valladolid,Valladolid,47008,
890.0,"Puente Mayor - Monjas (c.neptuno, S - N)",Valladolid,Valladolid,47009,"['Calle Duarte, Boca Chica, Dominican Republic', 18.4481353, -69.60305269999999, 'ChIJAwQASj9-r44R6S797j8dziY']"
1829.0,"Rondilla - Cardenal Torquemada, 26",Valladolid,Valladolid,47010,
6556.0,"Santa Clara - Av. De Palencia, 3",Valladolid,Valladolid,47010,"['Av. Palencia, 3, 47010 Valladolid, Spain', 41.6595287, -4.7193056, 'ChIJ6VRvz6gSRw0Rey_k3tkAvyU']"
6562.0,"Pajarillos - Cigueña, 10",Valladolid,Valladolid,47012,
6552.0,"Canterac - Canterac, 1",Valladolid,Valladolid,47012,
6558.0,"Embajadores - Embajadores, S - N Esq.gral.shelly",Valladolid,Valladolid,47013,
4632.0,"Delicias - Av. De Segovia, 115 - 117",Valladolid,Valladolid,47013,
6496.0,Jose Luis Arrese - Av. Miguel Angel Blanco,Valladolid,Valladolid,47014,
5976.0,"Manuel Azaña - Manuel Azaña, 57",Valladolid,Valladolid,47014,
1605.0,"Parquesol - Adolfo Miaja De La Muela, 9 - 11",Valladolid,Valladolid,47014,"['Calle Prof. Adolfo Miaja de la Muela, 9, 11, 47014 Valladolid, Spain', 41.6359356, -4.7542518, 'ChIJwfJkIxFtRw0RJ1lOL0Xbd2Q']"
6344.0,Arroyo Con Vuelta C/ Las Eras,Zaratan,Valladolid,47610,
986.0,"Labradores, 4",Alcañices,Zamora,49500,
1230.0,"Pl. Mayor, 6",Benavente,Zamora,49600,
4196.0,"Atilano Hernandez, 2",Bermillo-de-sayago,Zamora,49200,
5216.0,"Pl. Del Arrabal, 27",Puebla-de-sanabria,Zamora,49300,
6380.0,"Puerta Del Mercado, 22",Toro,Zamora,49800,
6682.0,"Pl. Mayor, 6",Villalpando,Zamora,49630,
664.0,"Pl. Constitucion - Pl. Constitucion, 3",Zamora,Zamora,49003,"['Plaza de La Constitución 3, Centro, 54660 Coyotepec, Méx., Mexico', 19.7757411, -99.2079188, 'ChIJwzh2wJMg0oUR9o9R6gwqd40']"
6832.0,"San Lazaro - Puebla De Sanabria, 1",Zamora,Zamora,49005,"['Calle Arrabal, 27, 49300 Puebla de Sanabria, Zamora, Spain', 42.0517891, -6.633431799999999, 'ChIJwQiWCSUWOg0RodtevaKPNO4']"
6831.0,"Tres Cruces - Av. Victor Gallego, 12",Zamora,Zamora,49009,"['Av. de Víctor Gallego, 12, 49009 Zamora, Spain', 41.5099008, -5.7426601, 'ChIJZUpHjDoeOQ0RYoYDax4cjW8']"
6834.0,"Cardenal Cisneros - Cardenal Cisneros, 34",Zamora,Zamora,49029,
497.0,"Modesto Lafuente, 4",Aguilar-de-campoo,Palencia,34800,"['Calle Modesto Lafuente, 4, 34800 Aguilar de Campoo, Palencia, Spain', 42.7930635, -4.2618836, 'ChIJ9-MOo8_ySA0RztwmggTzU80']"
2051.0,"Pl. De Fernando Monedero, 11",Cevico-de-la-torre,Palencia,34218,
2970.0,"Mayor, 6",Guardo,Palencia,34880,
496.0,"Cuatro Cantones - Mayor Principal, 64",Palencia,Palencia,34001,"['Calle Hipólito López Bernal, 10, 09250 Belorado, Burgos, Spain', 42.421138, -3.1906475, 'ChIJOXWHqRuERQ0RQP8DGQVlhSk']"
2264.0,"Mayor Principal, 7 - Mayor Principal, 7",Palencia,Palencia,34001,
1077.0,"Pl. De España - Pl. España, 3",Palencia,Palencia,34002,"['Pl. de España, 3, 34002 Palencia, Spain', 42.0028997, -4.5279185, 'ChIJN1RpEjiwRw0RfmS_IKkTH0E']"
5754.0,"Av.cuba - Av. Cuba, Esquina Av. Brasilia",Palencia,Palencia,34003,"['Av. Cuba, Esquina Av. Brasilia, 34003 Palencia, Spain', 42.0134465, -4.5219364, 'ChIJ0eS1T0uwRw0RqS7ocrUEQAQ']"
4882.0,"Villacasares - Villacasares, 2",Palencia,Palencia,34003,"['Calle Villacasares, 2, 34003 Palencia, Spain', 42.0165668, -4.5320426, 'ChIJ3eeGk0ewRw0RXcBZTsZuUuY']"
4883.0,"Av. De San Telmo - Av. De San Telmo, 5",Palencia,Palencia,34004,
1917.0,"Plaza Del Trigo, 11",Saldaña,Palencia,34100,"['Plaza España, 10, 40300 Sepúlveda, Segovia, Spain', 41.29724, -3.7480914, 'ChIJ6z-lpeurRg0RAmyUy71Euzk']"
498.0,"Avenida Ocho De Marzo, 3",Venta-de-baños,Palencia,34200,"['Av. Ntra. Sra. de Montserrat, 3, 28830 San Fernando de Henares, Madrid, Spain', 40.42922069999999, -3.5323829, 'ChIJ37bPkY8wQg0RCweKCJ2Z5ys']"
6752.0,"Av. De La Aguilera, 5",Villamuriel-de-cerrato,Palencia,34190,"['Av. Aguilera, 5, 34190 Villamuriel de Cerrato, Palencia, Spain', 41.9504796, -4.513902, 'ChIJt9ejACGvRw0Ra01wJObURxk']"
188.0,"Jose Rodao, 2",Cantalejo,Segovia,40320,
1139.0,"Travesia Iglesia, 23",Carbonero-el-mayor,Segovia,40270,
187.0,"San Pedro, 25",Cuellar,Segovia,40200,"['Calle Lagasca, 64, 29670 San Pedro Alcántara, Málaga, Spain', 36.482835, -4.989587300000001, 'ChIJXx5lLRYqcw0RpucMmtXsV4A']"
1637.0,"El Espinar - Av. Alto Del Leon, 10",San-rafael,Segovia,40410,"['Travesía Alto del León, 10, 40410 San Rafael, Segovia, Spain', 40.7133439, -4.1887352, 'ChIJofxDWy4OQQ0RqGYOf_T9vIs']"
5730.0,"Pl. De Eleuterio Delgado, 10",Sangarcia,Segovia,40134,
5960.0,"Gobernador Fernandez Jimenez - Gobernador Fernandez Jimenez, 1",Segovia,Segovia,40001,"['Calle Gobernador Fernández Jiménez, 1, 40001 Segovia, Spain', 40.9463912, -4.1191375, 'ChIJTeCcXt0-QQ0RQ-3YQn7FEyU']"
3921.0,"Jose Zorrilla 74 - Jose Zorrilla, 74",Segovia,Segovia,40002,
5962.0,"San Lorenzo - Via Roma, 31",Segovia,Segovia,40003,
2753.0,"Nueva Segovia - Av. Vicente Alexandre, 15",Segovia,Segovia,40006,"['Av Vicente Aleixandre, 15, 40006 Segovia, Spain', 40.930565, -4.101405499999999, 'ChIJ9z3vzQU_QQ0RgANazvod7Fk']"
5980.0,"Pl. España, 10",Sepulveda,Segovia,40300,"['Plaza España, 10, 40300 Sepúlveda, Segovia, Spain', 41.29724, -3.7480914, 'ChIJ6z-lpeurRg0RAmyUy71Euzk']"
7472.0,"Real De Abajo, 1",Vallelado,Segovia,40213,
1914.0,"Martinez Villena 13 - Martinez Villena, 13",Albacete,Albacete,2001,"['Calle Martínez Villena, 13, 02001 Albacete, Spain', 38.9955827, -1.8547982, 'ChIJGbv6Fr9fZg0R3-WtPfPfC1Q']"
5651.0,"Empresas - Martinez Villena, 13",Albacete,Albacete,2001,"['Calle Martínez Villena, 13, 02001 Albacete, Spain', 38.9955827, -1.8547982, 'ChIJGbv6Fr9fZg0R3-WtPfPfC1Q']"
140.0,"Tesifonte Gallego - Tesifonte Gallego, 5",Albacete,Albacete,2002,"['Calle Tesifonte Gallego, 5, 02002 Albacete, Spain', 38.9927579, -1.8552574, 'ChIJSeJLP1ZeZg0R0ZcS77qKTEU']"
2857.0,"Av. España - Av. De España, 31",Albacete,Albacete,2002,"['Av. de España, 31, 02002 Albacete, Spain', 38.9855929, -1.8538264, 'ChIJg-aR_cJfZg0RsccOy5cX6MA']"
4781.0,"Vandelvira - Arquitecto Vandelvira, 66",Albacete,Albacete,2004,"['Calle Arquitecto Vandelvira, 66, 02004 Albacete, Spain', 38.989764, -1.8655128, 'ChIJIZIdXMlfZg0Rg-edttKw7eQ']"
1514.0,"Menendez Pidal - Av. Menendez Pidal, 10",Albacete,Albacete,2005,"['Carrer de Menéndez Pidal, 10, 46009 València, Valencia, Spain', 39.4809568, -0.3862984, 'ChIJl5YBhFlPYA0RQ9fkuK8JMnA']"
5996.0,"Ctra.madrid - Ctra. De Madrid, 5",Albacete,Albacete,2006,"['Carr. de Canillas, 25, 28043 Madrid, Spain', 40.4630282, -3.6496138, 'ChIJE4x7B9suQg0ReATRAqAO87I']"
6122.0,"Ctra Jaen - Carretera Jaen, 30",Albacete,Albacete,2006,"['Calle Carr. de Jaén, 30, 02006 Albacete, Spain', 38.9935246, -1.8738927, 'ChIJEdkqbDZeZg0R1axxbvuVFWo']"
7527.0,"Lavadero, 1",Almansa,Albacete,2640,
6124.0,"Corredera - Corredera, 91",Almansa,Albacete,2640,
1860.0,"Ibañez - La Tercia, 23",Casas-ibañez,Albacete,2200,"['Calle Tercia, 23, 02200 Casas-Ibáñez, Albacete, Spain', 39.28688289999999, -1.470204, 'ChIJK6fPShLfZg0Rvrjv7_TCu1k']"
114.0,"Plaza Carmen - El Molino, 4",Caudete,Albacete,2660,"['Molino IV, Bacoor, Cavite, Philippines', 14.3807348, 120.9944865, 'ChIJNR2kj1nRlzMR2PNW8dccexM']"
6123.0,"Gran Via - Gran Via, 67",Hellin,Albacete,2400,"['Calle de la Princesa 1, 1ª Planta, 28008 Madrid, Spain', 40.4246095, -3.7121703, 'ChIJf6gZbmUoQg0Ro210fkqvGn4']"
1370.0,"El Sol, 12",Hellin,Albacete,2400,
1426.0,"Pz. 8 De Mayo, 9",Pozo-cañada,Albacete,2510,
2817.0,"Martires - Martires, 6",Roda-(la),Albacete,2630,
6320.0,"Av. Constitucion, 11",Tobarra,Albacete,2500,"['Av. Ignacio Morones Prieto 3000 Pte, Balcones del Carmen, 64710 Monterrey, N.L., Mexico', 25.6683479, -100.351504, 'ChIJbcMIN_69YoYRbeixBHQBgoE']"
1044.0,"San Bernardo - San Bernardo, 21",Villarrobledo,Albacete,2600,
2862.0,"Institutos - Av. Institutos, 4",Alcazar-de-san-juan,Ciudad Real,13600,
392.0,"Emilio Castelar - Emilio Castelar, 17",Alcazar-de-san-juan,Ciudad Real,13600,
2865.0,"Mayor, 72",Almaden,Ciudad Real,13400,
6890.0,"Feria, 7",Almagro,Ciudad Real,13270,
1360.0,"Doctor Ayllon, 1",Bolaños-de-calatrava,Ciudad Real,13260,
1256.0,"Santa Ana, 17",Campo-de-criptana,Ciudad Real,13610,"['Calle 109 Carrera 9, Piso 1. - C.Cial Santa Ana De Atms, Bogotá, Cundinamarca, Colombia', 4.6913196, -74.0364534, 'ChIJT2rdcaOaP44RFTiycvTR4KU']"
390.0,"General Aguilera 11 - General Aguilera, 11",Ciudad-real,Ciudad Real,13001,
5614.0,"Empresas - Juan Ii, 6",Ciudad-real,Ciudad Real,13001,
2059.0,"Diputacion - Jacinto, 2 C/v Pz. Constitucion",Ciudad-real,Ciudad Real,13003,
2864.0,"La Mata - Mata, 39",Ciudad-real,Ciudad Real,13004,
7676.0,"Hospital - Avda.reyes Catolicos, 11",Ciudad-real,Ciudad Real,13005,
2350.0,"General Espartero, 8",Daimiel,Ciudad Real,13250,
2736.0,"Pl. Del Carmen, 5",Fuente-el-fresno,Ciudad Real,13680,"['Plaza del Carmen, 2, 33206 Gijón, Asturias, Spain', 43.54217, -5.664355599999999, 'ChIJuye7Imd8Ng0RyWXGq2xwb_M']"
7266.0,"Av. Constitucion, 5",Herencia,Ciudad Real,13640,
2863.0,"Empedrada - Empedrada, 13",Manzanares,Ciudad Real,13200,
6674.0,Calle Carnaval 2,Miguelturra,Ciudad Real,13170,
7679.0,"Don Eugenio Caja, 13",Pedro-muñoz,Ciudad Real,13620,"['Calle don Eugenio Caja, 13, 13620 Pedro Muñoz, Cdad. Real, Spain', 39.4049233, -2.9484641, 'ChIJrQJ8iYhQaA0R7Oe-QZeCz0I']"
5160.0,"Plaza Mayor,13",Porzuna,Ciudad Real,13120,
5321.0,"Salesianos - Av. Maria Auxiliadora, 2",Puertollano,Ciudad Real,13500,"['Av. María Auxiliadora, 7, 11009 Cádiz, Spain', 36.5125755, -6.2785283, 'ChIJtcmM3DTSDQ0RWl9HUt4kjLU']"
956.0,"Av.primero De Mayo 4 - Av. Primero De Mayo, 4",Puertollano,Ciudad Real,13500,
2869.0,"Don Quijote, 77",Socuellamos,Ciudad Real,13630,
1083.0,"Carreras, 67",Solana-(la),Ciudad Real,13240,
6157.0,"Antonio Huertas - Antonio Huertas, 100",Tomelloso,Ciudad Real,13700,
394.0,"Don Victor Peñasco 46 - Don Victor Peñasco, 36",Tomelloso,Ciudad Real,13700,
2818.0,"Canal - Av. Primero De Julio, 47",Valdepeñas,Ciudad Real,13300,
393.0,"Seis De Junio - Seis De Junio, 54",Valdepeñas,Ciudad Real,13300,
6715.0,"Cervantes, 6",Villanueva-de-los-infantes,Ciudad Real,13320,
6755.0,"Pl. Constitucion, S - N",Villarrubia-de-los-ojos,Ciudad Real,13670,
5675.0,"Empresas - Parque San Julian, 8",Cuenca,Cuenca,16002,"['Parque San Julián, 8, 16002 Cuenca, Spain', 40.0725772, -2.1346674, 'ChIJ2fEsiW9nXQ0RA0EUJaOMioM']"
5896.0,"Av. Reyes Catolicos - Av. Reyes Catolicos, 74",Cuenca,Cuenca,16003,"['Av. de los Reyes Católicos, 74, 16003 Cuenca, Spain', 40.058313, -2.1391093, 'ChIJO5LxaFxnXQ0RtZSyX9qe98M']"
2858.0,"Fermin Caballero - Fermin Caballero, 2",Cuenca,Cuenca,16004,"['Calle Fermín Caballero, 2, 16004 Cuenca, Spain', 40.0697643, -2.1362605, 'ChIJ1wMV7EBnXQ0R90mBjoJg010']"
175.0,Carreteria - Fermín Caballero 2,Cuenca,Cuenca,16004,
2859.0,"Hermanos Becerril - Hermanos Becerril, 10",Cuenca,Cuenca,16004,"['Calle de los Hermanos Becerril, 10, 16004 Cuenca, Spain', 40.0647844, -2.134019, 'ChIJ1wMV7EBnXQ0RRt4S6lVmbzE']"
3040.0,"Pl. De La Constitucion, 7",Honrubia,Cuenca,16730,
1673.0,"Agustin Fernandez Garcia, 15",Iniesta,Cuenca,16235,"['Calle Agustín Fernández García, 15, 16235 Iniesta, Cuenca, Spain', 39.4445668, -1.749903, 'ChIJtUAKn9kFZw0RPBf5au1OAKU']"
524.0,"Pl. Salero, 3",Minglanilla,Cuenca,16260,
4477.0,"Sacerdote Fernando Pastor, 14",Motilla-del-palancar,Cuenca,16200,"['Calle Sacerdote Fernando Pastor, 14, 16200 Motilla del Palancar, Cuenca, Spain', 39.5624477, -1.9110898, 'ChIJk6q_XP2jZw0RzUkM9VbGnfQ']"
5615.0,"De La Feria, 5",San-clemente,Cuenca,16600,
1810.0,"Juan Carlos I - Juan Carlos I, 1",Tarancon,Cuenca,16400,"['Av. Juan Carlos I, Ed. Corona L-27-1, 35019 Las Palmas de Gran Canaria, Las Palmas, Spain', 28.1166168, -15.4463025, 'ChIJuTsSwVSUQAwRFPC8yviVfLQ']"
55.0,"Torrelaguna - Av. Torrelaguna, 16",Azuqueca-de-henares,Guadalajara,19200,"['Av. Torrelaguna, 16, 19200 Azuqueca de Henares, Guadalajara, Spain', 40.5642478, -3.2656651, 'ChIJCUPgi2ZNQg0R-779NoGXsCo']"
1897.0,"Miguel Hernandez, 3",Cabanillas-del-campo,Guadalajara,19171,
180.0,"Carmen - Carmen, 3",Guadalajara,Guadalajara,19001,
2952.0,"Castilla - Av. De Castilla, 11 - 13",Guadalajara,Guadalajara,19002,
6068.0,"Avda. Del Ejercito - Av. Del Ejercito, 17",Guadalajara,Guadalajara,19003,"['Avenida Del ejercito 789, calle jose toribio polo 286, Lima, Peru', -12.1140569, -77.047834, 'ChIJv6qO1TbIBZERtoY8vsR0P0Y']"
3108.0,"Pl. De Santa Maria De La Cabeza, 2",Humanes,Guadalajara,19220,"['Calle, Paseo de Santa María de la Cabeza, 37, 28045 Madrid, Spain', 40.4034829, -3.696721, 'ChIJrwmXGS4mQg0RX5Mjlbel1q8']"
2951.0,"Pz De Los Pollos, 28",Marchamalo,Guadalajara,19180,
