office_number,address,latitude,longitude,place_id
3578,"Av. de la Generalitat, 94, C+P, 08210 Barberà del Vallès, Barcelona, Spain",41.5160015,2.1259798,EkxDK1AsIEF2LiBkZSBsYSBHZW5lcmFsaXRhdCwgOTQsIDA4MjEwIEJhcmJlcsOgIGRlbCBWYWxsw6hzLCBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgkzWl_l6ZWkEhFFuqmnjKm6bRIDQytQ
9768,"Carrer de Nemesi Valls, 55, C+P, 08210 Barberà del Vallès, Barcelona, Spain",41.5167908,2.1298733,Ek1DK1AsIENhcnJlciBkZSBOZW1lc2kgVmFsbHMsIDU1LCAwODIxMCBCYXJiZXLDoCBkZWwgVmFsbMOocywgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJzRxO_OuVpBIRObfpFOMVCDwSA0MrUA
9312,"Av. Tibidabo, 08022 Barcelona, Spain",41.4100099,2.1370574,ChIJRW1ypQ-YpBIR8-Rbosai4IE
8760,"Passeig del Dr. Moragas, 220, 08210 Barberà del Vallès, Barcelona, Spain",41.5152025,2.1248182,ChIJX94acsKVpBIREwsx6Bj193k
4809,"Carrer de Ferlandina, 36, 08001 Barcelona, Spain",41.3817076,2.1642707,ChIJf1kHsYqipBIROtugeWwlvg4
1042,"Ronda de Sant Pau, 42, 44, 08001 Barcelona, Spain",41.3771075,2.165478,ChIJH4bP-B69pBIRt6q9h2YRlvM
210,"Rambla de Sant Josep, 82, 08002 Barcelona, Spain",41.3813871,2.1732575,ChIJEy2wsveipBIRURtFVevSs0c
1043,"Passeig de Joan de Borbó, 36, 37, 08003 Barcelona, Spain",41.3785279,2.1882144,ChIJOb-AhACjpBIR70a-nfYdpHI
999,"Plaça d'Antoni Maura, 6, C+P, 08003 Barcelona, Spain",41.3855042,2.1761501,EjVDK1AsIFBsYcOnYSBkJ0FudG9uaSBNYXVyYSwgNiwgMDgwMDMgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJd3YIhvmipBIRODWhSeflgrgSA0MrUA
1001,"Pla de Palau, 14, 08003 Barcelona, Spain",41.3833135,2.1834832,ChIJzyorKPqipBIREmiK2vjF5AM
4609,"Plaça d'Antoni Maura, 6, 08003 Barcelona, Spain",41.3855042,2.1761501,ChIJd3YIhvmipBIRODWhSeflgrg
209,"Rambla del Poblenou, 108, 08005 Barcelona, Spain",41.402991,2.1989328,ChIJOf_tKjyjpBIRhVaul6VlOjA
8740,"Bilbao, Biscay, Spain",43.2630126,-2.9349852,ChIJuYlLZidOTg0RRaaVHsSsNGU
8606,"Barcelona, Spain",41.3850639,2.1734035,ChIJ5TCOcRaYpBIRCmZHTz37sEQ
4311,"Carrer de Joan Miró, 21, 08005 Barcelona, Spain",41.3909747,2.1940493,ChIJ0ywpphqjpBIRsp6sTMYIAuM
8727,"Via Augusta, 48, 08006 Barcelona, Spain",41.3983636,2.1536456,ChIJ_Y8FypmipBIRIVnw7oImA4U
1016,"Ronda del General Mitre, 203, 08023 Barcelona, Spain",41.4056102,2.1426843,ChIJD7ilyguYpBIRF3l1ig5-k5s
880,"Carrer dels Madrazo, 14, P+8006, 08006 Barcelona, Spain",41.4012546,2.150137,EjdQKzgwMDYsIENhcnJlciBkZWxzIE1hZHJhem8sIDE0LCAwODAwNiBCYXJjZWxvbmEsIFNwYWluIiIaIAoWChQKEglRGXeqmKKkEhGsFuf6d6vFWhIGUCs4MDA2
4853,"Avinguda Diagonal, 534, C+P, 08006 Barcelona, Spain",41.3949118,2.1518878,EjNDK1AsIEF2aW5ndWRhIERpYWdvbmFsLCA1MzQsIDA4MDA2IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCUfuM7aboqQSEWJVRC52eHz0EgNDK1A
1797,"Passeig de Gràcia, 25, 08007 Barcelona, Spain",41.3905518,2.1663769,ChIJC4wKC5OipBIRNylnuSiqc8g
3077,"Carrer de Mallorca, 228, P+8008, 08008 Barcelona, Spain",41.3917519,2.1601049,EjdQKzgwMDgsIENhcnJlciBkZSBNYWxsb3JjYSwgMjI4LCAwODAwOCBCYXJjZWxvbmEsIFNwYWluIiIaIAoWChQKEgkBlhEbkqKkEhHyRDO2dukFPxIGUCs4MDA4
9694,"Carrer de Girona, 112, C+P, 08009 Barcelona, Spain",41.396952,2.1684885,EjJDK1AsIENhcnJlciBkZSBHaXJvbmEsIDExMiwgMDgwMDkgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJqw8C6-uipBIRExxaCt4nU1QSA0MrUA
4618,"Carrer de Pau Claris, 76, 08010 Barcelona, Spain",41.3895187,2.1717544,ChIJSU5BtvGipBIRM8ib7fp9ntk
1002,"Carrer d'Ausiàs Marc, 26, 28, 08010 Barcelona, Spain",41.3911655,2.1757086,ChIJxb9wp0KYpBIRyaYdLtdRZd8
4915,"Plaça de Tetuan, 26, 08010 Barcelona, Spain",41.3956145,2.1752287,ChIJsfTyC-aipBIRWbS5u8Te-rY
206,"Gran Via de les Corts Catalanes, 506, 510, 08011 Barcelona, Spain",41.3813935,2.1579883,ChIJZ1sysYuipBIRX24NiCvG3AM
3071,"Carrer d'Aribau, 49, C+P, 08011 Barcelona, Spain",41.3879117,2.1597881,EjBDK1AsIENhcnJlciBkJ0FyaWJhdSwgNDksIDA4MDExIEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCVtNBCiMoqQSEaIDqziMlSpkEgNDK1A
6315,"Carrer de Verdi, 84, 08012 Barcelona, Spain",41.4054172,2.1552328,ChIJNQTAsbyipBIRPBDVnEzSWwA
2987,"Travessera de Gràcia, 175, C+P, 08012 Barcelona, Spain",41.401853,2.1583799,EjdDK1AsIFRyYXZlc3NlcmEgZGUgR3LDoGNpYSwgMTc1LCAwODAxMiBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEglnavySvaKkEhFLrkLO7fajbhIDQytQ
205,"Carrer Gran de Gràcia, 47, 08012 Barcelona, Spain",41.3991468,2.1559461,ChIJSdWropeipBIRWTEv3CjKnHQ
1010,"Carrer Gran de Gràcia, 117, C+P, 08012 Barcelona, Spain",41.4015397,2.1533345,EjhDK1AsIENhcnJlciBHcmFuIGRlIEdyw6BjaWEsIDExNywgMDgwMTIgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJW0VcmaKipBIRW1jY1z3mR4sSA0MrUA
3976,"Carrer de Nàpols, 105, 08013 Barcelona, Spain",41.3948853,2.1797789,ChIJdbW78OOipBIRFjotE25KVI4
2383,"Carrer d'Aragó, 406-408, 08013 Barcelona, Spain",41.3989339,2.1741473,ChIJdwuOcOiipBIRWWWdAMn0r4A
6296,"Carrer de Cartagena, 187, 191, 08013 Barcelona, Spain",41.4049334,2.1824045,ChIJz5vbOt-ipBIRbLKgQJLIL1w
1008,"Carrer de Mallorca, 401, 08013 Barcelona, Spain",41.4036299,2.1743558,ChIJk_s92NyipBIRUMnDG8Kq2Js
9303,"Gran Via de les Corts Catalanes, 341, P+8014, 08014 Barcelona, Spain",41.3734954,2.1465679,EkRQKzgwMTQsIEdyYW4gVmlhIGRlIGxlcyBDb3J0cyBDYXRhbGFuZXMsIDM0MSwgMDgwMTQgQmFyY2Vsb25hLCBTcGFpbiIiGiAKFgoUChIJK_dQWXiipBIR7L_Qnpms0JUSBlArODAxNA
4592,"Berlin, Germany",52.52000659999999,13.404954,ChIJAVkDPzdOqEcRcDteW0YgIQQ
1005,"Carrer de Sants, 39, 08014 Barcelona, Spain",41.3752114,2.1385576,ChIJCZopOYSYpBIRMpxFC7u98Z8
4607,"La Bordeta, Barcelona, Spain",41.3676592,2.1364314,ChIJ9YqNjJqYpBIRl8yJMcG8SBo
4212,"Avinguda del Paral·lel, 82, 08015 Barcelona, Spain",41.37554009999999,2.1662241,ChIJCQRCzV2ipBIRIqEDbT1Vx5Q
1013,"Avinguda del Paral·lel, 148, 08015 Barcelona, Spain",41.3751969,2.1582382,ChIJYS1va2SipBIRGBRjIBD0O2Q
211,"08015 Barcelona, Spain",41.378633,2.1523914,ChIJKY7WtmKipBIRkE5HeuP6ABw
3032,"Carrer del Comte Borrell, 79, 08015 Barcelona, Spain",41.3786903,2.1606507,ChIJdVkNn2GipBIR7siMbXQLAHw
3993,"Carrer de Pablo Iglesias, 102, 110, 08016 Barcelona, Spain",41.4454096,2.1831954,ChIJm8Vacx69pBIRdyZPjB3MuZ8
1024,"Via Júlia, 163, 08042 Barcelona, Spain",41.4439024,2.1783193,ChIJoU8M9Bi9pBIR4p5YZrOQ52Y
6304,"Carrer de Piferrer, 144-146, 08016 Barcelona, Spain",41.4323973,2.1776361,ChIJq8cRuyW9pBIRTG8aVfiu3mo
4161,"Passeig de Fabra i Puig, 169, C+P, 08016 Barcelona, Spain",41.4300329,2.1782311,EjlDK1AsIFBhc3NlaWcgZGUgRmFicmEgaSBQdWlnLCAxNjksIDA4MDE2IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCSFlb0QvvaQSEU80FYUo3IfPEgNDK1A
4383,"Passeig de la Bonanova, 47, 08017 Barcelona, Spain",41.4041337,2.1292814,ChIJpXxvYRSYpBIRcWVD82UVnos
1048,"Via Augusta, 279, C+P, 08017 Barcelona, Spain",41.3976703,2.130555,Ei1DK1AsIFZpYSBBdWd1c3RhLCAyNzksIDA4MDE3IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCQ0CpgtsmKQSEdHAniA3StRhEgNDK1A
3978,"Carrer Major de Sarrià, 54, 08017 Barcelona, Spain",41.39769889999999,2.1231234,ChIJCT5_hUGYpBIRV8HOVggWs1Q
7058,"Carrer de la Marina, 82, 08018 Barcelona, Spain",41.3935305,2.1892361,ChIJd1XxhxujpBIRo5KX4pFZHeg
7432,"Aragon, Spain",41.5976275,-0.9056623,ChIJ-W5lP-4UWQ0RWP14-ZVCICA
7028,"Rambla de Prim, 44-52, 08019 Barcelona, Spain",41.4147691,2.2152445,ChIJ58TYjlGjpBIRD-FjKoJWTDI
1029,"Rambla de Guipúscoa, 110, 08020 Barcelona, Spain",41.41975559999999,2.202041,ChIJvwYkLzWjpBIRE-KwyYqF_PQ
3245,"Gipuzkoa, Spain",43.0756299,-2.2236667,ChIJzcnkHDg1UA0RcMrJc4L1BAM
3528,"Calle, Gran Via de les Corts Catalanes, 987, 08020 Barcelona, Spain",41.4126986,2.1981793,ChIJNcPR2DCjpBIRhdrKxSxV5R4
829,"Carrer de Josep Pla, 163, C+P, 08020 Barcelona, Spain",41.4155372,2.206553,EjVDK1AsIENhcnJlciBkZSBKb3NlcCBQbGEsIDE2MywgMDgwMjAgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJC6z600ujpBIR_YJzV4x4FkcSA0MrUA
7062,"Carrer de la Selva de Mar, 234, 08020 Barcelona, Spain",41.4175399,2.1978561,ChIJ5fTnoTOjpBIRvlMvz7Bj9-I
4585,"Carrer de Ganduxer, 34, 08021 Barcelona, Spain",41.3939493,2.1383477,ChIJz3Y-CHGYpBIRUi65tFLXUJM
1015,"Via Augusta, 159, C+P, 08021 Barcelona, Spain",41.3986585,2.1430926,Ei1DK1AsIFZpYSBBdWd1c3RhLCAxNTksIDA4MDIxIEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCVGM86h1mKQSEf1gRcNYGazOEgNDK1A
1966,"Avinguda Diagonal, 622, C+P, 08021 Barcelona, Spain",41.3920077,2.1400172,EjNDK1AsIEF2aW5ndWRhIERpYWdvbmFsLCA2MjIsIDA4MDIxIEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCWsBYq1wmKQSET6eWZaq1KpqEgNDK1A
1045,"Carrer de Muntaner, 273, 08021 Barcelona, Spain",41.3956487,2.1469256,ChIJLYh10Z2ipBIRKabCmLeoWEc
4278,"Carrer de Calvet, 33, 33, 08021 Barcelona, Spain",41.3951047,2.142808800000001,EjAzMywgQ2FycmVyIGRlIENhbHZldCwgMzMsIDA4MDIxIEJhcmNlbG9uYSwgU3BhaW4iHhocChYKFAoSCfmBoWB2mKQSETDWtx5p1kiCEgIzMw
3067,"Plaça de Joaquim Folguera, 10, C+P, 08022 Barcelona, Spain",41.4059089,2.1388012,EjtDK1AsIFBsYcOnYSBkZSBKb2FxdWltIEZvbGd1ZXJhLCAxMCwgMDgwMjIgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJN56OIgyYpBIR4mU8KJ9XiGUSA0MrUA
807,"Calle, Ronda del General Mitre, 115, 117, 08022 Barcelona, Spain",41.4016075,2.1361217,ChIJYZPISg2YpBIRXkG41qv3O1k
6325,"Carrer de Muntaner, 561, 08022 Barcelona, Spain",41.405427,2.134801,ChIJcUez3AyYpBIRM7lG8roeH_k
4775,"Avinguda de la República Argentina, 226, 08023 Barcelona, Spain",41.4121816,2.1404402,ChIJTf8pDwaYpBIRVL4SlJaO9aw
222,"Avinguda de la República Argentina, 59, P+8023, 08023 Barcelona, Spain",41.409366,2.1463823,EkdQKzgwMjMsIEF2aW5ndWRhIGRlIGxhIFJlcMO6YmxpY2EgQXJnZW50aW5hLCA1OSwgMDgwMjMgQmFyY2Vsb25hLCBTcGFpbiIiGiAKFgoUChIJLdPUoqeipBIR3QBDAMYZSLQSBlArODAyMw
810,"Carrer de l'Escorial, 29, C+P, 08024 Barcelona, Spain",41.4072494,2.1612314,EjVDK1AsIENhcnJlciBkZSBsJ0VzY29yaWFsLCAyOSwgMDgwMjQgQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJ6-B0FbmipBIRFkiCPketLZoSA0MrUA
3169,"Carrer de la Providència, 141, 143+C+P, 08024 Barcelona, Spain",41.4103121,2.1631753,Ej8xNDMrQytQLCBDYXJyZXIgZGUgbGEgUHJvdmlkw6huY2lhLCAxNDEsIDA4MDI0IEJhcmNlbG9uYSwgU3BhaW4iIxohChYKFAoSCdltHD24oqQSEeZwKYOIyd1bEgcxNDMrQytQ
3185,"Travessera de Dalt, 17, P+8024, 08024 Barcelona, Spain",41.4085096,2.1518231,EjZQKzgwMjQsIFRyYXZlc3NlcmEgZGUgRGFsdCwgMTcsIDA4MDI0IEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCReifFKkoqQSEb4zLA54xre9EgZQKzgwMjQ
9697,"Carrer de Sardenya, 550, C+P, 08024 Barcelona, Spain",41.4134071,2.1615326,EjRDK1AsIENhcnJlciBkZSBTYXJkZW55YSwgNTUwLCAwODAyNCBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgnXiCgdt6KkEhFVC6TTaSkMNBIDQytQ
204,"Avinguda de Gaudí, 63, 08025 Barcelona, Spain",41.4089222,2.1742003,ChIJxb9wp0KYpBIRTS4qxLZN5RA
6326,"Carrer de los Castillejos, 362, P+8025, 08025 Barcelona, Spain",41.4115528,2.1718626,Ej5QKzgwMjUsIENhcnJlciBkZSBsb3MgQ2FzdGlsbGVqb3MsIDM2MiwgMDgwMjUgQmFyY2Vsb25hLCBTcGFpbiIiGiAKFgoUChIJ69khds-ipBIRKoLepMRj5sUSBlArODAyNQ
4702,"Carrer de Sardenya, 380, C+P, 08025 Barcelona, Spain",41.40638269999999,2.1695553,EjRDK1AsIENhcnJlciBkZSBTYXJkZW55YSwgMzgwLCAwODAyNSBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgk5cSOoxqKkEhEv1k2ngwAz9RIDQytQ
5825,"Carrer de Rogent, 60, 08026 Barcelona, Spain",41.4097044,2.1840828,ChIJFXtBCdiipBIRdncpaLxg71g
9600,"Avinguda Meridiana & Carrer de Trinxant, 08026 Barcelona, Spain",41.4139299,2.1869909,Ej9BdmluZ3VkYSBNZXJpZGlhbmEgJiBDYXJyZXIgZGUgVHJpbnhhbnQsIDA4MDI2IEJhcmNlbG9uYSwgU3BhaW4iZiJkChQKEgmZ_-wJKaOkEhEHSoflZT_FdBIUChIJmf_sCSmjpBIRB0qH5WU_xXQaFAoSCcuS89cpvaQSEbGcj_BckCZWGhQKEgn1RdL_1aKkEhELYe08bGcWMiIKDaNDrxgVVbVNAQ
812,"Carrer de Rogent, 60, C+P, 08026 Barcelona, Spain",41.4097044,2.1840828,EjFDK1AsIENhcnJlciBkZSBSb2dlbnQsIDYwLCAwODAyNiBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgn530MJ2KKkEhHFcgvY-FK7fxIDQytQ
9239,"08027 Barcelona, Spain",41.42304439999999,2.1867861,ChIJGYaBzSqjpBIRwE1HeuP6ABw
6328,"Carrer de Palència, 31, 33, 08027 Barcelona, Spain",41.4183263,2.1904211,ChIJ1cB5YiyjpBIRZUN2nfAo-Ns
297,"Avinguda Meridiana, 334, 08027 Barcelona, Spain",41.4260123,2.1863278,ChIJWwMDL6G9pBIRRzbChSqQs-A
7064,"Carrer de Galileu, 52, C+P, 08028 Barcelona, Spain",41.3773042,2.1355701,EjJDK1AsIENhcnJlciBkZSBHYWxpbGV1LCA1MiwgMDgwMjggQmFyY2Vsb25hLCBTcGFpbiIfGh0KFgoUChIJmfpvHIaYpBIRarvfG7P92wESA0MrUA
1030,"Av. de Madrid, 79, 08028 Barcelona, Spain",41.3785558,2.1269961,ChIJoXxpEIuYpBIR3OG0b0zm-k8
1889,"Carrer de Sants, 347, 08028 Barcelona, Spain",41.3754972,2.1265618,ChIJ4SigboyYpBIRq8EANNRwpDg
8102,"Les Corts, Barcelona, Spain",41.3834895,2.1167971,ChIJuYoQaVyYpBIRnGvSL9_YPNU
4598,"Carrer del Tinent Flomesta, 08028 Barcelona, Spain",41.374117,2.1318598,ChIJ95r8WI6YpBIRW1tEPDK3phM
1023,"Carrer de Còrsega, 81, P+8029, 08029 Barcelona, Spain",41.3858714,2.1450227,EjZQKzgwMjksIENhcnJlciBkZSBDw7Jyc2VnYSwgODEsIDA4MDI5IEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCfkD3f2BoqQSEXvVANxAqZtkEgZQKzgwMjk
832,"Carrer de Provença, 84, C+P, 08029 Barcelona, Spain",41.38426500000001,2.1477842,EjRDK1AsIENhcnJlciBkZSBQcm92ZW7Dp2EsIDg0LCAwODAyOSBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgnfd3UGgaKkEhFjubCre0rI7hIDQytQ
5333,"Carrer de Loreto, 1, P+8029, 08029 Barcelona, Spain",41.3888796,2.1417348,EjNQKzgwMjksIENhcnJlciBkZSBMb3JldG8sIDEsIDA4MDI5IEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCdVMZqd5mKQSERgpSlcZHKaaEgZQKzgwMjk
4515,"Carrer de Numància, 18, 08029 Barcelona, Spain",41.3820142,2.1409963,ChIJHxvJ3H2YpBIRi2lqy8J1vRs
3326,"Carrer de París, 45, 08029 Barcelona, Spain",41.386856,2.143774,ChIJ-c4Qt3iYpBIROBRvE9t60GY
1517,"Av. de Josep Tarradellas, 132, 08029 Barcelona, Spain",41.3916171,2.1443274,ChIJsS7L8HeYpBIRa4oyeHqr048
1025,"Carrer de Joan Torras, 26, P+8030, 08030 Barcelona, Spain",41.4376039,2.1907582,EjlQKzgwMzAsIENhcnJlciBkZSBKb2FuIFRvcnJhcywgMjYsIDA4MDMwIEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCd-_SUncvKQSEVmPkyF2r90kEgZQKzgwMzA
3958,"Carrer de Sant Adrià, 133, C+P, 08030 Barcelona, Spain",41.436485,2.2056452,EjdDK1AsIENhcnJlciBkZSBTYW50IEFkcmnDoCwgMTMzLCAwODAzMCBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEgmRCyoWv7ykEhEuV_aUzSZpYBIDQytQ
3196,"Carrer de Malats, 08030 Barcelona, Spain",41.4362879,2.1878679,ChIJyQj1w968pBIRQJ2TD9ouyOA
2392,"Sant Andreu de Palomar, Barcelona, Spain",41.4336754,2.1857902,ChIJMfoWJt28pBIRbLVJhUrCSWo
1037,"Rambla de Fabra i Puig, 6, P+8030, 08030 Barcelona, Spain",41.43031999999999,2.189347,EjlQKzgwMzAsIFJhbWJsYSBkZSBGYWJyYSBpIFB1aWcsIDYsIDA4MDMwIEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCWXFsVTXvKQSEa44huxJXW6TEgZQKzgwMzA
7301,"17310 Lloret de Mar, Girona, Spain",41.7005989,2.8398194,ChIJWXoHhwcXuxIReIzmpj3vc5I
4597,"Passeig de Fabra i Puig, 6, 8, 08030 Barcelona, Spain",41.4301811,2.1845505,ChIJa9GuVNe8pBIRd58uhstuEwk
1022,"Avinguda dels Quinze, 37, P+8031, 08031 Barcelona, Spain",41.4288009,2.17426,EjhQKzgwMzEsIEF2aW5ndWRhIGRlbHMgUXVpbnplLCAzNywgMDgwMzEgQmFyY2Vsb25hLCBTcGFpbiIiGiAKFgoUChIJ-17uKDC9pBIRF7Arl5VYR5ISBlArODAzMQ
3021,"Passeig de Maragall, 316, 08031 Barcelona, Spain",41.4275324,2.1683545,ChIJz745wja9pBIREJkCeJtqYqs
7280,"Carrer del Llobregós, 134, 08032 Barcelona, Spain",41.4240922,2.1554454,ChIJ6-Axm029pBIRHZlwc4PF9Tk
1031,"Carrer de Dante Alighieri, 71 BIS, 08032 Barcelona, Spain",41.4277024,2.1582745,ChIJ3ZK-80i9pBIRiBqUEeo_tjU
4209,"Carrer del Tajo, 59, C+P, 08032 Barcelona, Spain",41.4295115,2.1608081,EjBDK1AsIENhcnJlciBkZWwgVGFqbywgNTksIDA4MDMyIEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCbl_d8FIvaQSEbdS2pvfwxIkEgNDK1A
7367,"Carrer del Turó de la Trinitat, 59, P+8033, 08033 Barcelona, Spain",41.4510021,2.1905905,EkNQKzgwMzMsIENhcnJlciBkZWwgVHVyw7MgZGUgbGEgVHJpbml0YXQsIDU5LCAwODAzMyBCYXJjZWxvbmEsIFNwYWluIiIaIAoWChQKEglnALA3-7ykEhGOMkkOp4ZAPhIGUCs4MDMz
1497,"Av. dels Rasos de Peguera, 39, 08033 Barcelona, Spain",41.4606474,2.1772528,ChIJZ5vqfQe9pBIR9D_Ooyan7DM
3073,"Carrer de Benet Mateu, 49, P+8034, 08034 Barcelona, Spain",41.3937638,2.1261162,EjlQKzgwMzQsIENhcnJlciBkZSBCZW5ldCBNYXRldSwgNDksIDA4MDM0IEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCTnQmTFomKQSEVCGiffVkrfbEgZQKzgwMzQ
3031,"Carrer del Capità Arenas, 42, C+P, 08034 Barcelona, Spain",41.3920509,2.1255079,EjpDK1AsIENhcnJlciBkZWwgQ2FwaXTDoCBBcmVuYXMsIDQyLCAwODAzNCBCYXJjZWxvbmEsIFNwYWluIh8aHQoWChQKEglrV0gCaJikEhHeFPBFt27NtxIDQytQ
4370,"Avinguda Diagonal, 662, 664+C+P, 08034 Barcelona, Spain",41.3896313,2.1285109,Ejc2NjQrQytQLCBBdmluZ3VkYSBEaWFnb25hbCwgNjYyLCAwODAzNCBCYXJjZWxvbmEsIFNwYWluIiMaIQoWChQKEgm3P2xyZ5ikEhHX-ltp-z2tdRIHNjY0K0MrUA
3247,"Avinguda Diagonal, 664, 662+664+C+P, 08034 Barcelona, Spain",41.3895632,2.1287012,Ejs2NjIrNjY0K0MrUCwgQXZpbmd1ZGEgRGlhZ29uYWwsIDY2NCwgMDgwMzQgQmFyY2Vsb25hLCBTcGFpbiInGiUKFgoUChIJU4XEXmaYpBIRqb2UY3OQE2kSCzY2Mis2NjQrQytQ
1921,"Carrer d'Arenys, 47, C+P, 08035 Barcelona, Spain",41.422272,2.1435475,EjBDK1AsIENhcnJlciBkJ0FyZW55cywgNDcsIDA4MDM1IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCd8_8ZP_l6QSEbWilDQ7w5T5EgNDK1A
1049,"Carrer Getsemaní, 6, 08035 Barcelona, Spain",41.4250884,2.1399492,ChIJkcKQSvmXpBIRXKs-9yGe32U
3145,"Carrer d'Àngel Marquès, 16, P+8035, 08035 Barcelona, Spain",41.4319348,2.1432022,EjxQKzgwMzUsIENhcnJlciBkJ8OAbmdlbCBNYXJxdcOocywgMTYsIDA4MDM1IEJhcmNlbG9uYSwgU3BhaW4iIhogChYKFAoSCSOfGdDil6QSEVV_GB-of4TREgZQKzgwMzU
1017,"Carrer de Mallorca, 120, 124, 08036 Barcelona, Spain",41.386629,2.1531518,ChIJ3-tg24WipBIRFTTgaziHfZ8
1007,"Avinguda Diagonal, 433, 08036 Barcelona, Spain",41.394152,2.151296,ChIJp7T3mJuipBIREAan_4gIeAY
295,"Carrer de Casanova, 208, 08036 Barcelona, Spain",41.39186979999999,2.1503955,ChIJ2QpiWpuipBIRmxrkBjkd_Co
207,"Carrer de Muntaner, 118, 08036 Barcelona, Spain",41.3894475,2.1558542,ChIJv4tIyVy5Z0AR1-FXw5mFAiM
3036,"Passeig de Sant Joan, 165, C+P, 08037 Barcelona, Spain",41.4025383,2.1647873,EjZDK1AsIFBhc3NlaWcgZGUgU2FudCBKb2FuLCAxNjUsIDA4MDM3IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCUGeg3bAoqQSEaINRwNp1ZUpEgNDK1A
9692,"Passeig de Sant Joan, 185, 08037 Barcelona, Spain",41.4034449,2.163681,ChIJv1DodL-ipBIRCUo5cHZHXWU
1003,"Carrer de Roger de Llúria, 119, C+P, 08037 Barcelona, Spain",41.3963988,2.1643579,EjxDK1AsIENhcnJlciBkZSBSb2dlciBkZSBMbMO6cmlhLCAxMTksIDA4MDM3IEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCfWOga6UoqQSEfyqSntRcsuiEgNDK1A
4207,"Passeig de la Zona Franca, 134, 08038 Barcelona, Spain",41.3582697,2.1408783,ChIJCVXqeqGYpBIRhzS_vpUlqfk
8262,"Passeig de la Zona Franca, 236, 08038 Barcelona, Spain",41.36313519999999,2.1371435,ChIJPwPjWpiYpBIRMzRCXvoASro
9695,"Carrer Número 22, 4, C+P, 08040 Barcelona, Spain",41.3423729,2.1368978,EjFDK1AsIENhcnJlciBOw7ptZXJvIDIyLCA0LCAwODA0MCBCYXJjZWxvbmEsIFNwYWluIiMaIQoaEhgKFAoSCRnm1UGtmKQSERCJlUuSdioeEAQSA0MrUA
1018,"Passeig de Maragall, 135, 143, 08041 PS, Barcelona, Spain",41.4211037,2.1798359,ChIJAQAQUSu9pBIRw5NOHqOLycY
4246,"Carrer de la Indústria, 251, C+P, 08041 Barcelona, Spain",41.4129557,2.178514,EjlDK1AsIENhcnJlciBkZSBsYSBJbmTDunN0cmlhLCAyNTEsIDA4MDQxIEJhcmNlbG9uYSwgU3BhaW4iHxodChYKFAoSCV262dnQoqQSER_ujTg8teeWEgNDK1A
819,"Av. de la Verge de Montserrat, 259, P+8041, 08820 El Prat de Llobregat, Barcelona, Spain",41.3229824,2.0863604,ElhQKzgwNDEsIEF2LiBkZSBsYSBWZXJnZSBkZSBNb250c2VycmF0LCAyNTksIDA4ODIwIEVsIFByYXQgZGUgTGxvYnJlZ2F0LCBCYXJjZWxvbmEsIFNwYWluIicaJQobEhkKFAoSCWN8xgvAnqQSEeApEztmaQDWEIMCEgZQKzgwNDE
4223,"Rambla de Volart, 2, 08041 Barcelona, Spain",41.4158512,2.1799759,ChIJ3T_oAtSipBIRaqX3PpWdJQ8
3977,"Passeig de Valldaura, 168, 08042 Barcelona, Spain",41.4389161,2.1682166,ChIJjwoaZj69pBIR7aO94oq_UT4
